         nH         pok         xH2        xHII          xe      chi_pe      chi_lw      chi_h2      chi_ci       xi_cr     nLambda       Gamma 
2.81838e+04 3.32251e+05 4.99835e-01 3.04251e-12 1.23004e-06 4.32511e-01 1.87066e-01 5.61106e-07 2.82533e-02 2.23111e-18 4.05471e-27 4.05471e-27 
3.16228e+04 3.77427e+05 4.99867e-01 2.12441e-12 1.06253e-06 4.19957e-01 1.76364e-01 5.04385e-07 2.69114e-02 2.15537e-18 3.92843e-27 3.92842e-27 
3.54813e+04 4.37159e+05 4.99893e-01 1.46567e-12 9.43221e-07 4.07346e-01 1.65931e-01 4.52226e-07 2.65432e-02 2.08219e-18 3.81367e-27 3.81367e-27 
3.98107e+04 5.16008e+05 4.99915e-01 9.99927e-13 8.58846e-07 3.94691e-01 1.55781e-01 4.04381e-07 2.70079e-02 2.01150e-18 3.70872e-27 3.70872e-27 
4.46684e+04 6.15703e+05 4.99933e-01 6.77946e-13 7.92278e-07 3.82005e-01 1.45928e-01 3.60603e-07 2.79040e-02 1.94322e-18 3.60792e-27 3.60791e-27 
5.01187e+04 7.34234e+05 4.99947e-01 4.59883e-13 7.26915e-07 3.69302e-01 1.36384e-01 3.20652e-07 2.86263e-02 1.87725e-18 3.50421e-27 3.50421e-27 
5.62341e+04 8.67378e+05 4.99958e-01 3.13718e-13 6.53323e-07 3.56598e-01 1.27162e-01 2.84291e-07 2.86453e-02 1.81351e-18 3.39280e-27 3.39280e-27 
6.30957e+04 1.01211e+06 4.99966e-01 2.15595e-13 5.71655e-07 3.43907e-01 1.18272e-01 2.51291e-07 2.77675e-02 1.75195e-18 3.27266e-27 3.27266e-27 
7.07946e+04 1.16758e+06 4.99973e-01 1.49194e-13 4.87652e-07 3.31246e-01 1.09724e-01 2.21428e-07 2.61295e-02 1.69247e-18 3.14528e-27 3.14528e-27 
7.94328e+04 1.33406e+06 4.99978e-01 1.03850e-13 4.07465e-07 3.18631e-01 1.01526e-01 1.94485e-07 2.40115e-02 1.63501e-18 3.01297e-27 3.01297e-27 
8.91251e+04 1.51306e+06 4.99982e-01 7.26272e-14 3.35171e-07 3.06078e-01 9.36838e-02 1.70252e-07 2.16798e-02 1.57950e-18 2.87791e-27 2.87791e-27 
1.00000e+05 1.70607e+06 4.99986e-01 5.09917e-14 2.72507e-07 2.93605e-01 8.62038e-02 1.48527e-07 1.93240e-02 1.52588e-18 2.74178e-27 2.74178e-27 
1.12202e+05 1.91463e+06 4.99988e-01 3.59258e-14 2.19614e-07 2.81228e-01 7.90894e-02 1.29115e-07 1.70590e-02 1.47408e-18 2.60583e-27 2.60583e-27 
1.25893e+05 2.14025e+06 4.99991e-01 2.53940e-14 1.75764e-07 2.68966e-01 7.23429e-02 1.11829e-07 1.49451e-02 1.42404e-18 2.47096e-27 2.47095e-27 
1.41254e+05 2.38441e+06 4.99992e-01 1.80077e-14 1.39870e-07 2.56836e-01 6.59649e-02 9.64923e-08 1.30092e-02 1.37569e-18 2.33781e-27 2.33781e-27 
1.58489e+05 2.64856e+06 4.99994e-01 1.28122e-14 1.10762e-07 2.44856e-01 5.99544e-02 8.29344e-08 1.12588e-02 1.32899e-18 2.20693e-27 2.20692e-27 
1.77828e+05 2.93408e+06 4.99995e-01 9.14737e-15 8.73301e-08 2.33043e-01 5.43089e-02 7.09949e-08 9.69082e-03 1.28387e-18 2.07872e-27 2.07872e-27 
1.99526e+05 3.24230e+06 4.99996e-01 6.55480e-15 6.85830e-08 2.21414e-01 4.90243e-02 6.05220e-08 8.29668e-03 1.24028e-18 1.95354e-27 1.95354e-27 
2.23872e+05 3.57439e+06 4.99997e-01 4.71525e-15 5.36647e-08 2.09988e-01 4.40950e-02 5.13730e-08 7.06514e-03 1.19818e-18 1.83172e-27 1.83171e-27 
2.51189e+05 3.93131e+06 4.99997e-01 3.40583e-15 4.18511e-08 1.98781e-01 3.95139e-02 4.34142e-08 5.98377e-03 1.15750e-18 1.71351e-27 1.71351e-27 
2.81838e+05 4.31362e+06 4.99998e-01 2.47054e-15 3.25389e-08 1.87810e-01 3.52726e-02 3.65209e-08 5.03978e-03 1.11820e-18 1.59921e-27 1.59920e-27 
3.16228e+05 4.72129e+06 4.99998e-01 1.80001e-15 2.52301e-08 1.77091e-01 3.13611e-02 3.05774e-08 4.22051e-03 1.08024e-18 1.48904e-27 1.48903e-27 
3.54813e+05 5.15345e+06 4.99998e-01 1.31738e-15 1.95175e-08 1.66639e-01 2.77684e-02 2.54766e-08 3.51365e-03 1.04357e-18 1.38325e-27 1.38324e-27 
3.98107e+05 5.60807e+06 4.99999e-01 9.68519e-16 1.50703e-08 1.56469e-01 2.44824e-02 2.11201e-08 2.90746e-03 1.00814e-18 1.28204e-27 1.28203e-27 
4.46684e+05 6.08175e+06 4.99999e-01 7.15210e-16 1.16213e-08 1.46594e-01 2.14899e-02 1.74178e-08 2.39080e-03 9.73915e-19 1.18561e-27 1.18561e-27 
5.01187e+05 6.56966e+06 4.99999e-01 5.30399e-16 8.95628e-09 1.37029e-01 1.87770e-02 1.42877e-08 1.95326e-03 9.40851e-19 1.09416e-27 1.09416e-27 
5.62341e+05 7.06627e+06 4.99999e-01 3.94878e-16 6.90437e-09 1.27785e-01 1.63289e-02 1.16552e-08 1.58514e-03 9.08910e-19 1.00782e-27 1.00782e-27 
6.30957e+05 7.56754e+06 4.99999e-01 2.94959e-16 5.32986e-09 1.18872e-01 1.41305e-02 9.45357e-09 1.27753e-03 8.78054e-19 9.26713e-28 9.26712e-28 
7.07946e+05 8.09762e+06 4.99999e-01 2.20701e-16 4.12699e-09 1.10300e-01 1.21660e-02 7.62262e-09 1.02229e-03 8.48244e-19 8.50860e-28 8.50858e-28 
7.94328e+05 8.63296e+06 4.99999e-01 1.65417e-16 3.20806e-09 1.02077e-01 1.04198e-02 6.10890e-09 8.12017e-04 8.19447e-19 7.80265e-28 7.80263e-28 
8.91251e+05 9.18579e+06 5.00000e-01 1.24033e-16 2.50721e-09 9.42107e-02 8.87566e-03 4.86503e-09 6.40092e-04 7.91628e-19 7.14829e-28 7.14826e-28 
1.00000e+06 9.77396e+06 5.00000e-01 9.29253e-17 1.97277e-09 8.67058e-02 7.51789e-03 3.84929e-09 5.00603e-04 7.64753e-19 6.54367e-28 6.54361e-28 
