         nH         pok         xH2        xHII          xe      chi_pe      chi_lw      chi_h2      chi_ci       xi_cr     nLambda       Gamma 
1.25893e+05 1.03424e+07 6.55365e-02 1.72014e-08 8.22264e-07 1.00000e-01 1.00000e-01 1.00000e-01 1.00000e-01 2.00000e-17 9.10520e-25 9.10520e-25 
1.41254e+05 1.20004e+07 7.29218e-02 1.50247e-08 7.40477e-07 1.00000e-01 1.00000e-01 1.00000e-01 1.00000e-01 2.00000e-17 1.09118e-24 1.09118e-24 
1.58489e+05 1.39686e+07 8.10136e-02 1.30937e-08 6.67009e-07 1.00000e-01 1.00000e-01 1.00000e-01 1.00000e-01 2.00000e-17 1.31089e-24 1.31089e-24 
1.77828e+05 1.63197e+07 8.98445e-02 1.13828e-08 6.01096e-07 1.00000e-01 1.00000e-01 1.00000e-01 1.00000e-01 2.00000e-17 1.57870e-24 1.57870e-24 
1.99526e+05 1.91519e+07 9.94392e-02 9.86914e-09 5.42047e-07 1.00000e-01 1.00000e-01 1.00000e-01 1.00000e-01 2.00000e-17 1.90622e-24 1.90622e-24 
2.23872e+05 2.26054e+07 1.09814e-01 8.53237e-09 4.89253e-07 1.00000e-01 1.00000e-01 1.00000e-01 1.00000e-01 2.00000e-17 2.30905e-24 2.30905e-24 
2.51189e+05 2.68891e+07 1.20968e-01 7.35446e-09 4.42184e-07 1.00000e-01 1.00000e-01 1.00000e-01 1.00000e-01 2.00000e-17 2.80916e-24 2.80916e-24 
2.81838e+05 3.22976e+07 1.32862e-01 6.31967e-09 4.00325e-07 1.00000e-01 1.00000e-01 1.00000e-01 1.00000e-01 2.00000e-17 3.43703e-24 3.43703e-24 
3.16228e+05 3.93385e+07 1.45417e-01 5.41424e-09 3.63305e-07 1.00000e-01 1.00000e-01 1.00000e-01 1.00000e-01 2.00000e-17 4.24260e-24 4.24260e-24 
3.54813e+05 4.89701e+07 1.58454e-01 4.62695e-09 3.30919e-07 1.00000e-01 1.00000e-01 1.00000e-01 1.00000e-01 2.00000e-17 5.31750e-24 5.31750e-24 
3.98107e+05 6.33717e+07 1.71512e-01 3.95112e-09 3.03305e-07 1.00000e-01 1.00000e-01 1.00000e-01 1.00000e-01 2.00000e-17 6.86504e-24 6.86504e-24 
4.46684e+05 8.86178e+07 1.83023e-01 3.39346e-09 2.81287e-07 1.00000e-01 1.00000e-01 1.00000e-01 1.00000e-01 2.00000e-17 9.42421e-24 9.42421e-24 
5.01187e+05 1.31870e+08 1.90000e-01 2.96552e-09 2.63038e-07 1.00000e-01 1.00000e-01 1.00000e-01 1.00000e-01 2.00000e-17 1.34094e-23 1.34094e-23 
5.62341e+05 1.83235e+08 1.94916e-01 2.60755e-09 2.43216e-07 1.00000e-01 1.00000e-01 1.00000e-01 1.00000e-01 2.00000e-17 1.74679e-23 1.74679e-23 
6.30957e+05 2.32250e+08 2.01817e-01 2.27015e-09 2.21875e-07 1.00000e-01 1.00000e-01 1.00000e-01 1.00000e-01 2.00000e-17 2.08328e-23 2.08328e-23 
7.07946e+05 2.80429e+08 2.10611e-01 1.95837e-09 2.01038e-07 1.00000e-01 1.00000e-01 1.00000e-01 1.00000e-01 2.00000e-17 2.38265e-23 2.38265e-23 
7.94328e+05 3.29729e+08 2.20748e-01 1.67750e-09 1.81511e-07 1.00000e-01 1.00000e-01 1.00000e-01 1.00000e-01 2.00000e-17 2.66561e-23 2.66561e-23 
8.91251e+05 3.81439e+08 2.31847e-01 1.42856e-09 1.63540e-07 1.00000e-01 1.00000e-01 1.00000e-01 1.00000e-01 2.00000e-17 2.94135e-23 2.94135e-23 
1.00000e+06 4.36516e+08 2.43640e-01 1.21039e-09 1.47153e-07 1.00000e-01 1.00000e-01 1.00000e-01 1.00000e-01 2.00000e-17 3.21383e-23 3.21383e-23 
